cycle,chargetime,qc,mask
48.0,13.42598666666650,1.0347618,0.0
49.0,13.341629999999700,1.0351084,0.0
50.0,13.341423333333400,1.0352644,0.0
51.0,13.341608333333500,1.0357288,0.0
52.0,13.341571666667000,1.0349057,0.0
53.0,13.341363333333500,1.0349613,0.0
54.0,13.341629999999700,1.0348186,0.0
55.0,13.34156000000030,1.0346991,0.0
56.0,13.341320000000000,1.0349097,0.0
57.0,13.34147833333310,1.0353396,0.0
58.0,13.426021666666700,1.0346084,0.0
59.0,13.341285000000300,1.0343091,0.0
60.0,13.341376666666500,1.034245,0.0
61.0,13.425831666666900,1.0353571,0.0
62.0,13.341423333333400,1.0349234,0.0
63.0,13.341686666666600,1.0348636,0.0
64.0,13.426103333332900,1.0350895,0.0
65.0,13.341469999999900,1.0356908,0.0
66.0,13.42585333333310,1.0347388,0.0
67.0,13.341518333333600,1.0350304,0.0
68.0,13.341483333333400,1.0349814,0.0
69.0,13.425911666666800,1.0349506,0.0
70.0,13.425943333333500,1.0342582,0.0
71.0,13.425843333333600,1.0343951,0.0
72.0,13.425766666666200,1.0347562,0.0
73.0,13.425840000000100,1.0342139,0.0
74.0,13.425830000000100,1.0348405,0.0
75.0,13.425671666666600,1.0343698,0.0
76.0,13.425869999999600,1.0342547,0.0
77.0,13.425873333333600,1.0348315,0.0
78.0,13.341385000000200,1.0341835,0.0
79.0,13.341535000000100,1.033954,0.0
80.0,13.341515000000100,1.034505,0.0
81.0,13.425894999999800,1.0347743,0.0
82.0,13.341508333333600,1.0337493,0.0
83.0,13.426046666666900,1.0337173,0.0
84.0,13.341280000000100,1.0342994,0.0
85.0,13.426166666666800,1.0344133,0.0
86.0,13.341708333333400,1.0337936,0.0
87.0,13.341405000000200,1.0335777,0.0
88.0,13.425923333333500,1.0336397,0.0
89.0,13.341428333332700,1.0336716,0.0
90.0,13.341396666667400,1.0344864,0.0
91.0,13.426070000000400,1.0336947,0.0
92.0,13.341388333332700,1.0339364,0.0
93.0,13.341204999999400,1.0340781,0.0
94.0,13.425918333333300,1.0342307,0.0
95.0,13.341313333333000,1.0346692,0.0
96.0,13.341310000000500,1.0341393,0.0
97.0,13.341446666666900,1.0340554,0.0
98.0,13.341356666666500,1.0343492,0.0
99.0,13.341438333333300,1.0338644,0.0
100.0,13.341585000000000,1.034435,0.0
101.0,13.425980000000000,1.0337182,0.0
102.0,13.341533333333300,1.0334923,0.0
103.0,13.341388333333300,1.0342172,0.0
104.0,13.425893333333300,1.0339621,0.0
105.0,13.341638333333300,1.0334616,0.0
106.0,13.341535000000000,1.0333219,0.0
107.0,13.341610000000000,1.0338324,0.0
108.0,13.341550000000000,1.0331621,0.0
109.0,13.341460000000000,1.033958,0.0
110.0,13.425948333333300,1.0340128,0.0
111.0,13.42570333333330,1.0335685,0.0
112.0,13.42570333333330,1.0330318,0.0
113.0,13.425805000000000,1.0331076,0.0
114.0,13.341405000000100,1.0330185,0.0
115.0,13.4260333333333,1.033927,0.0
116.0,13.42613666666660,1.0331806,0.0
117.0,13.341586666666600,1.0332193,0.0
118.0,13.341366666666700,1.0333341,0.0
119.0,13.426426666666600,1.0333141,0.0
120.0,13.426324999999900,1.0336225,0.0
121.0,13.42583999999990,1.0334752,0.0
122.0,13.425895000000100,1.0333308,0.0
123.0,13.425866666666800,1.0337427,0.0
124.0,13.42582666666660,1.0327448,0.0
125.0,13.341451666666600,1.0336254,0.0
126.0,13.426296666666700,1.032578,0.0
127.0,13.425868333333300,1.0334966,0.0
128.0,13.341663333333200,1.0329375,0.0
129.0,13.341295000000100,1.0326436,0.0
130.0,13.42604333333320,1.0328056,0.0
131.0,13.341463333333400,1.0330909,0.0
132.0,13.341699999999900,1.0330479,0.0
133.0,13.341373333333500,1.0329936,0.0
134.0,13.426046666666700,1.0326647,0.0
135.0,13.341495000000100,1.0324804,0.0
136.0,13.341775000000100,1.032676,0.0
137.0,13.341648333333400,1.0330015,0.0
138.0,13.341669999999900,1.0332259,0.0
139.0,13.426135000000100,1.0323795,0.0
140.0,13.426269999999900,1.0326329,0.0
141.0,13.341729999999900,1.0318149,0.0
142.0,13.425878333333300,1.0323209,0.0
143.0,13.341406666666400,1.0319701,0.0
144.0,13.341666666666700,1.0318816,0.0
145.0,13.341343333333500,1.033,0.0
146.0,13.341688333333400,1.0326239,0.0
147.0,13.341363333333000,1.0319939,0.0
148.0,13.426018333333200,1.0326703,0.0
149.0,13.425938333333300,1.0319363,0.0
150.0,13.426051666666700,1.0322053,0.0
151.0,13.42600666666650,1.0322176,0.0
152.0,13.34156166666650,1.0321107,0.0
153.0,13.341686666666600,1.031924,0.0
154.0,13.341519999999800,1.0320148,0.0
155.0,13.425803333333700,1.031582,0.0
156.0,13.341600000000200,1.0316964,0.0
157.0,13.341598333333500,1.0321113,0.0
158.0,13.425975000000200,1.0315431,0.0
159.0,13.341595000000000,1.0319363,0.0
160.0,13.341608333333500,1.0318681,0.0
161.0,13.341360000000000,1.0315591,0.0
162.0,13.341456666666900,1.0314641,0.0
163.0,13.426071666666600,1.0313593,0.0
164.0,13.341473333333400,1.0319258,0.0
165.0,13.425893333333600,1.0310842,0.0
166.0,13.42597000000000,1.0315667,0.0
167.0,13.341648333333400,1.0312576,0.0
168.0,13.34149000000030,1.0316263,0.0
169.0,13.341558333333500,1.0310032,0.0
170.0,13.42553833333370,1.0309558,0.0
171.0,13.425721666666500,1.0307962,0.0
172.0,13.34146166666660,1.030475,0.0
173.0,13.341543333333300,1.0313036,0.0
174.0,13.341355000000200,1.030347,0.0
175.0,13.341405000000200,1.031333,0.0
176.0,13.341606666666700,1.0308475,0.0
177.0,13.425943333333500,1.0307128,0.0
178.0,13.341591666666500,1.0304052,0.0
179.0,13.425900000000100,1.0307305,0.0
180.0,13.42584500000040,1.0303372,0.0
181.0,13.341411666666700,1.0311049,0.0
182.0,13.341399999999900,1.0305606,0.0
183.0,13.425669999999800,1.0303944,0.0
184.0,13.341446666666900,1.0307885,0.0
185.0,13.341880000000400,1.0305244,0.0
186.0,13.341411666666200,1.0299222,0.0
187.0,13.341380000000000,1.0303637,0.0
188.0,13.42569333333330,1.0308523,0.0
189.0,13.341558333333000,1.0301639,0.0
190.0,13.42598500000020,1.0305647,0.0
191.0,13.34184833333320,1.0304432,0.0
192.0,13.425820000000100,1.0302486,0.0
193.0,13.42589666666660,1.0300081,0.0
194.0,13.341583333333300,1.0299093,0.0
195.0,13.42619999999980,1.0301106,0.0
196.0,13.341574999999500,1.0294815,0.0
197.0,13.341506666666800,1.0294279,0.0
198.0,13.341530000000300,1.0293186,0.0
199.0,13.425740000000200,1.0296218,0.0
200.0,13.341291666667300,1.0288039,0.0
201.0,13.341759999999600,1.0298797,0.0
202.0,13.34174499999980,1.0288713,0.0
203.0,13.425781666666900,1.0291469,0.0
204.0,13.425875000000800,1.0298067,0.0
205.0,13.42584500000040,1.0302041,0.0
206.0,13.34131833333330,1.0293384,0.0
207.0,13.341241666666900,1.0299556,0.0
208.0,13.341371666666200,1.0295321,0.0
209.0,13.42572166666600,1.0295556,0.0
210.0,13.341396666666500,1.0295697,0.0
211.0,13.426206666666700,1.029258,0.0
212.0,13.341415000000700,1.0297874,0.0
213.0,13.341350000000500,1.029038,0.0
214.0,13.426243333333200,1.0291159,0.0
215.0,13.341373333334000,1.028545,0.0
216.0,13.342093333334200,1.0286595,0.0
217.0,13.341556666667300,1.0289609,0.0
218.0,13.341291666666700,1.029332,0.0
219.0,13.341236666666700,1.0288599,0.0
220.0,13.341283333333300,1.029133,0.0
221.0,13.34144166666670,1.0289087,0.0
222.0,13.425690000000000,1.0291122,0.0
223.0,13.34135166666670,1.0292261,0.0
224.0,13.341573333333300,1.0286275,0.0
225.0,13.34135166666670,1.0289841,0.0
226.0,13.341360000000000,1.0282062,0.0
227.0,13.425685000000000,1.0286263,0.0
228.0,13.341310000000000,1.0286759,0.0
229.0,13.425683333333300,1.0281764,0.0
230.0,13.42600666666660,1.0283899,0.0
231.0,13.426015000000100,1.0281763,0.0
232.0,13.341446666666600,1.0285912,0.0
233.0,13.4258666666666,1.0284787,0.0
234.0,13.426008333333300,1.0282915,0.0
235.0,13.34142166666670,1.0283587,0.0
236.0,13.341726666666600,1.0284009,0.0
237.0,13.341678333333400,1.0275456,0.0
238.0,13.341891666666700,1.0284976,0.0
239.0,13.341676666666800,1.0277721,0.0
240.0,13.341039999999800,1.0280026,0.0
241.0,13.341758333333300,1.0280335,0.0
242.0,13.341503333333300,1.0281097,0.0
243.0,13.425953333333300,1.0279177,0.0
244.0,13.341375000000000,1.0284318,0.0
245.0,13.341860000000000,1.0273429,0.0
246.0,13.341353333333200,1.0278511,0.0
247.0,13.34148499999990,1.0277596,0.0
248.0,13.341691666666600,1.0283771,0.0
249.0,13.341375000000000,1.0275866,0.0
250.0,13.341736666666600,1.0277392,0.0
251.0,13.341536666666600,1.0279264,0.0
252.0,13.341581666666800,1.0268353,0.0
253.0,13.425895000000100,1.0268866,0.0
254.0,13.341743333333300,1.0268965,0.0
255.0,13.42577666666670,1.0273612,0.0
256.0,13.425975000000000,1.0267477,0.0
257.0,13.425746666666700,1.0268688,0.0
258.0,13.426190000000000,1.0267193,0.0
259.0,13.426011666666700,1.027632,0.0
260.0,13.425863333333400,1.0272512,0.0
261.0,13.341393333333400,1.0269345,0.0
262.0,13.341499999999800,1.0270007,0.0
263.0,13.426316666666600,1.0268736,0.0
264.0,13.341305000000300,1.0268142,0.0
265.0,13.426066666666400,1.0272161,0.0
266.0,13.425834999999900,1.0264475,0.0
267.0,13.341519999999800,1.0270631,0.0
268.0,13.3414300000004,1.026691,0.0
269.0,13.426203333333300,1.0265069,0.0
270.0,13.425756666666200,1.0264097,0.0
271.0,13.4261599999998,1.0267127,0.0
272.0,13.341543333333800,1.0271449,0.0
273.0,13.425786666666700,1.0267285,0.0
274.0,13.341489999999900,1.0264642,0.0
275.0,13.341499999999800,1.0258031,0.0
276.0,13.341579999999800,1.0268931,0.0
277.0,13.346236666666900,1.0262083,0.0
278.0,13.341579999999800,1.0261086,0.0
279.0,13.341438333333600,1.0256354,0.0
280.0,13.341523333333800,1.0254902,0.0
281.0,13.341545000000000,1.025925,0.0
282.0,13.34213166666640,1.0260438,0.0
283.0,13.425938333333300,1.0251935,0.0
284.0,13.42592666666650,1.0253402,0.0
285.0,13.426041666666700,1.0253866,0.0
286.0,13.42596500000020,1.025702,0.0
287.0,13.425789999999700,1.0252414,0.0
288.0,13.4259666666665,1.0252683,0.0
289.0,13.341275000000300,1.025923,0.0
290.0,13.341341666666800,1.0253146,0.0
291.0,13.341778333333300,1.0253049,0.0
292.0,13.341548333333500,1.0254209,0.0
293.0,13.341973333333300,1.0254756,0.0
294.0,13.340736666666600,1.0251199,0.0
295.0,13.341948333333600,1.0261762,0.0
296.0,13.425864999999900,1.0253623,0.0
297.0,13.341484999999600,1.0247519,0.0
298.0,13.341141666666500,1.0255344,0.0
299.0,13.341250000000100,1.024753,0.0
300.0,13.425933333333000,1.0253023,0.0
301.0,13.341756666666600,1.0249763,0.0
302.0,13.341475000000100,1.0249298,0.0
303.0,13.425813333333600,1.0250801,0.0
304.0,13.425908333333300,1.0244184,0.0
305.0,13.341401666666700,1.0250663,0.0
306.0,13.425556666665900,1.0242586,0.0
307.0,13.341341666666800,1.0244528,0.0
308.0,13.341446666666900,1.0245584,0.0
309.0,13.341276666666600,1.0243646,0.0
310.0,13.426069999999400,1.0240767,0.0
311.0,13.426061666666600,1.02435,0.0
312.0,13.341425000000200,1.019484,0.0
313.0,13.426185000000000,1.0215868,0.0
314.0,13.425848333332900,1.0221902,0.0
315.0,13.341659999999700,1.0224084,0.0
316.0,13.341658333333900,1.0227244,0.0
317.0,13.425648333333100,1.0222434,0.0
318.0,13.341661666666400,1.0230503,0.0
319.0,13.34154166666660,1.0224562,0.0
320.0,13.341598333333000,1.0230474,0.0
321.0,13.42564166666710,1.0225155,0.0
322.0,13.34174166666730,1.0227792,0.0
323.0,13.425830000000600,1.022778,0.0
324.0,13.341554999999500,1.0223784,0.0
325.0,13.341586666666700,1.0225788,0.0
326.0,13.425836666666600,1.0226779,0.0
327.0,13.3416849999999,1.023005,0.0
328.0,13.425683333332800,1.022679,0.0
329.0,13.341496666666400,1.0228429,0.0
330.0,13.341563333333300,1.0226992,0.0
331.0,13.341760000000600,1.0221736,0.0
332.0,13.34158166666650,1.0223104,0.0
333.0,13.341345000000200,1.0223329,0.0
334.0,13.341651666666900,1.022382,0.0
335.0,13.341443333333400,1.0219233,0.0
336.0,13.341528333332600,1.0223464,0.0
337.0,13.34135500000070,1.0222819,0.0
338.0,13.341406666666000,1.0218735,0.0
339.0,13.42569333333330,1.0224278,0.0
340.0,13.425836666666600,1.0222054,0.0
341.0,13.341300000000000,1.0216057,0.0
342.0,13.42585333333310,1.0218611,0.0
343.0,13.42585333333310,1.0215003,0.0
344.0,13.425858333333300,1.0223705,0.0
345.0,13.34131166666670,1.021518,0.0
346.0,13.425766666666700,1.0220025,0.0
347.0,13.341776666666700,1.0214316,0.0
348.0,13.341333333333300,1.0218662,0.0
349.0,13.425760000000000,1.0215198,0.0
350.0,13.341476666666700,1.0214126,0.0
351.0,13.425951666666600,1.0212547,0.0
352.0,13.425738333333400,1.0217288,0.0
353.0,13.341526666666700,1.0207057,0.0
354.0,13.341243333333400,1.0217093,0.0
355.0,13.341405000000100,1.0205097,0.0
356.0,13.425710000000000,1.0210338,0.0
357.0,13.425838333333400,1.0208305,0.0
358.0,13.341399999999900,1.0211538,0.0
359.0,13.34143499999990,1.0199289,0.0
360.0,13.425833333333400,1.0203882,0.0
361.0,13.341690000000000,1.0200136,0.0
362.0,13.426293333333400,1.0202105,0.0
363.0,13.341491666666700,1.0202435,0.0
364.0,13.34133833333340,1.0195614,0.0
365.0,13.341326666666800,1.0200677,0.0
366.0,13.425878333333300,1.0201811,0.0
367.0,13.34158166666650,1.0204551,0.0
368.0,13.341498333333300,1.0196743,0.0
369.0,13.341560000000000,1.0200107,0.0
370.0,13.341613333333200,1.0195282,0.0
371.0,13.425648333333300,1.0204048,0.0
372.0,13.426554999999900,1.0189425,0.0
373.0,13.34160833333320,1.0201904,0.0
374.0,13.341430000000200,1.0196885,0.0
375.0,13.341219999999900,1.0196887,0.0
376.0,13.341556666666800,1.0194693,0.0
377.0,13.341276666666600,1.0195158,0.0
378.0,13.42623500000020,1.0192533,0.0
379.0,13.425863333333400,1.0189518,0.0
380.0,13.425815000000100,1.0183887,0.0
381.0,13.34156166666650,1.0195646,0.0
382.0,13.425911666666600,1.0186487,0.0
383.0,13.341596666666700,1.0192912,0.0
384.0,13.341471666666900,1.018899,0.0
385.0,13.341600000000000,1.0189655,0.0
386.0,13.426411666666500,1.0181643,0.0
387.0,13.341453333333400,1.0189937,0.0
388.0,13.341186666666700,1.0185565,0.0
389.0,13.341929999999900,1.0185735,0.0
390.0,13.341463333333400,1.0185304,0.0
391.0,13.341493333332900,1.0179313,0.0
392.0,13.425834999999900,1.0179473,0.0
393.0,13.341381666666700,1.0177982,0.0
394.0,13.425761666666900,1.0185498,0.0
395.0,13.341806666666500,1.0180615,0.0
396.0,13.425796666666700,1.0183837,0.0
397.0,13.341603333333200,1.0176293,0.0
398.0,13.425898333333300,1.0179842,0.0
399.0,13.341683333333200,1.0182183,0.0
400.0,13.425921666666800,1.0181513,0.0
401.0,13.425746666666700,1.0173247,0.0
402.0,13.425903333333600,1.0178204,0.0
403.0,13.426011666666700,1.0173817,0.0
404.0,13.341403333333400,1.0178245,0.0
405.0,13.341251666666800,1.0180134,0.0
406.0,13.34163500000000,1.0176039,0.0
407.0,13.4262533333332,1.0171932,0.0
408.0,13.425963333333500,1.0174471,0.0
409.0,13.425930000000000,1.0169929,0.0
410.0,13.341661666666400,1.0171218,0.0
411.0,13.426014999999700,1.0172572,0.0
412.0,13.426033333333400,1.0173439,0.0
413.0,13.341463333333400,1.0172142,0.0
414.0,13.34178333333350,1.0171098,0.0
415.0,13.341416666666400,1.0162408,0.0
416.0,13.341243333333100,1.016369,0.0
417.0,13.341529999999800,1.0158645,0.0
418.0,13.426003333333500,1.0163182,0.0
419.0,13.425763333333700,1.015483,0.0
420.0,13.341663333333200,1.016183,0.0
421.0,13.341609999999700,1.0160019,0.0
422.0,13.425796666666700,1.0165768,0.0
423.0,13.341385000000200,1.0159974,0.0
424.0,13.341451666666600,1.0161549,0.0
425.0,13.34154166666660,1.0158062,0.0
426.0,13.4261599999998,1.0158992,0.0
427.0,13.425631666666600,1.0156189,0.0
428.0,13.42590333333310,1.016016,0.0
429.0,13.426203333333300,1.0154024,0.0
430.0,13.425455000000300,1.0157868,0.0
431.0,13.341763333334000,1.0151454,0.0
432.0,13.342273333333000,1.0158254,0.0
433.0,13.3412433333336,1.0151548,0.0
434.0,13.425704999999500,1.0158099,0.0
435.0,13.341596666666300,1.0148602,0.0
436.0,13.34125499999990,1.0153275,0.0
437.0,13.42569333333330,1.0141362,0.0
438.0,13.34157333333380,1.0150807,0.0
439.0,13.341371666666200,1.0149566,0.0
440.0,13.341181666666900,1.0152386,0.0
441.0,13.341391666666200,1.0147972,0.0
442.0,13.34123499999990,1.0152924,0.0
443.0,13.425919999999100,1.0147504,0.0
444.0,13.341320000000000,1.0143963,0.0
445.0,13.341519999999800,1.0142328,0.0
446.0,13.42570166666700,1.0146023,0.0
447.0,13.425705000000500,1.0139076,0.0
448.0,13.426138333333100,1.0147184,0.0
449.0,13.425881666666800,1.0136592,0.0
450.0,13.425628333333100,1.0137252,0.0
451.0,13.341513333333800,1.0141973,0.0
452.0,13.341334999999800,1.0135678,0.0
453.0,13.34108333333280,1.0137504,0.0
454.0,13.426034999999700,1.0141416,0.0
455.0,13.425983333333500,1.0136721,0.0
456.0,13.425236666666300,1.0128899,0.0
457.0,13.341115000000000,1.0135112,0.0
458.0,13.42609666666640,1.0133823,0.0
459.0,13.341140000000200,1.0136124,0.0
460.0,13.42571333333330,1.0135744,0.0
461.0,13.341189999999700,1.0128434,0.0
462.0,13.425868333333800,1.0135014,0.0
463.0,13.341273333333100,1.0132627,0.0
464.0,13.341591666667000,1.0128107,0.0
465.0,13.341191666666400,1.012306,0.0
466.0,13.3413983333332,1.0124968,0.0
467.0,13.341031666666600,1.0122885,0.0
468.0,13.425483333333000,1.0125635,0.0
469.0,13.4259050000003,1.0125762,0.0
470.0,13.341416666666400,1.0121131,0.0
471.0,13.425748333333300,1.0119053,0.0
472.0,13.341760000000000,1.0121007,0.0
473.0,13.425966666666700,1.0124803,0.0
474.0,13.425711666666700,1.0113176,0.0
475.0,13.425645000000000,1.0120603,0.0
476.0,13.341718333333300,1.0108459,0.0
477.0,13.341301666666700,1.0116248,0.0
478.0,13.425630000000000,1.0114026,0.0
479.0,13.341585000000000,1.0110834,0.0
480.0,13.425855000000000,1.0111635,0.0
481.0,13.425595000000000,1.0112858,0.0
482.0,13.425851666666700,1.0105903,0.0
483.0,13.341358333333400,1.0113702,0.0
484.0,13.341409999999900,1.0103179,0.0
485.0,13.42635666666660,1.0111886,0.0
486.0,13.425554999999900,1.0108517,0.0
487.0,13.341433333333300,1.0113329,1.0
488.0,13.341353333333200,1.0109949,1.0
489.0,13.42597000000000,1.0105517,1.0
490.0,13.42568666666670,1.0107669,1.0
491.0,13.425888333333300,1.0108262,1.0
492.0,13.42576333333330,1.0100102,1.0
493.0,13.341533333333300,1.0097927,1.0
494.0,13.425681666666800,1.0105555,1.0
495.0,13.425708333333300,1.0095608,1.0
496.0,13.42598333333320,1.0100077,1.0
497.0,13.425900000000100,1.0099652,1.0
498.0,13.426069999999900,1.0099013,1.0
499.0,13.425755000000000,1.0095909,1.0
500.0,13.34130166666660,1.0093166,1.0
501.0,13.3416383333332,1.009648,1.0
502.0,13.34151166666660,1.0091306,1.0
503.0,13.341306666666500,1.0089496,1.0
504.0,13.34174499999980,1.0094181,1.0
505.0,13.426205000000000,1.0084958,1.0
506.0,13.341424999999900,1.0088228,1.0
507.0,13.341408333333400,1.008289,1.0
508.0,13.341613333333500,1.008617,1.0
509.0,13.341481666666600,1.0086766,1.0
510.0,13.425848333333100,1.0088098,1.0
511.0,13.425916666666800,1.0084448,1.0
512.0,13.341328333333300,1.0081785,1.0
513.0,13.425695000000000,1.0081708,1.0
514.0,13.426200000000000,1.0081652,1.0
515.0,13.425716666666800,1.0080649,1.0
516.0,13.425596666666400,1.0081578,1.0
517.0,13.341591666666500,1.0079511,1.0
518.0,13.42557833333360,1.0072577,1.0
519.0,13.341583333333700,1.0072007,1.0
520.0,13.425820000000100,1.0069093,1.0
521.0,13.341383333333000,1.006946,1.0
522.0,13.341518333333600,1.0075891,1.0
523.0,13.42589500000030,1.0064925,1.0
524.0,13.341555000000000,1.0069221,1.0
525.0,13.425666666666800,1.0065548,1.0
526.0,13.341815000000300,1.006474,1.0
527.0,13.341478333333600,1.0067103,1.0
528.0,13.341486666666800,1.0063349,1.0
529.0,13.425961666666300,1.0064198,1.0
530.0,13.341288333333300,1.0063802,1.0
531.0,13.341276666666600,1.0061795,1.0
532.0,13.42572333333330,1.0054135,1.0
533.0,13.341459999999900,1.0056129,1.0
534.0,13.341263333333600,1.0046777,1.0
535.0,13.341543333333300,1.0047376,1.0
536.0,13.341529999999800,1.004696,1.0
537.0,13.425790000000200,1.0045823,1.0
538.0,13.341820000000000,1.0044769,1.0
539.0,13.34170499999990,1.0047792,1.0
540.0,13.341660000000200,1.0043905,1.0
541.0,13.425996666667000,1.0046878,1.0
542.0,13.425788333332900,1.0046995,1.0
543.0,13.341483333333400,1.0036962,1.0
544.0,13.425891666666800,1.0039537,1.0
545.0,13.426436666666500,1.0039098,1.0
546.0,13.34182833333330,1.0039208,1.0
547.0,13.426051666666700,1.0033845,1.0
548.0,13.425810000000200,1.0035858,1.0
549.0,13.425739999999700,1.0028942,1.0
550.0,13.341218333333400,1.0023311,1.0
551.0,13.341469999999900,1.0031546,1.0
552.0,13.341451666666600,1.0022143,1.0
553.0,13.425681666666500,1.0021442,1.0
554.0,13.42572333333330,1.0026171,1.0
555.0,13.425808333333400,1.002088,1.0
556.0,13.425723333333700,1.0019616,1.0
557.0,13.341393333333400,1.001209,1.0
558.0,13.341355000000200,1.0016372,1.0
559.0,13.425951666666800,1.001579,1.0
560.0,13.425840000000100,1.0011544,1.0
561.0,13.341236666666600,1.000401,1.0
562.0,13.341209999999700,1.0011988,1.0
563.0,13.425958333333300,1.0003135,1.0
564.0,13.341373333334000,1.0003566,1.0
565.0,13.425743333332700,1.0003104,1.0
566.0,13.426215000000500,0.99995416,1.0
567.0,13.425621666666100,0.9999519,1.0
568.0,13.341530000000300,1.0000978,1.0
569.0,13.34149000000030,0.99940133,1.0
570.0,13.341538333333100,0.99912381,1.0
571.0,13.341341666666800,0.99917477,1.0
572.0,13.341330000000500,0.99921864,1.0
573.0,13.341443333333400,0.99911106,1.0
574.0,13.425854999999900,0.99862385,1.0
575.0,13.341691666666900,0.99911034,1.0
576.0,13.425858333333400,0.99822295,1.0
577.0,13.425946666667000,0.99804175,1.0
578.0,13.341781666667300,0.99824327,1.0
579.0,13.341493333332900,0.99794924,1.0
580.0,13.341365000000200,0.99806106,1.0
581.0,13.341606666666700,0.99758315,1.0
582.0,13.341238333333400,0.99774927,1.0
583.0,13.341715000000400,0.997307,1.0
584.0,13.426051666667100,0.99753362,1.0
585.0,13.425586666667400,0.997235,1.0
586.0,13.34144166666670,0.99708551,1.0
587.0,14.342641666666400,0.99673033,1.0
588.0,14.3422716666663,0.99633127,1.0
589.0,13.425808333332900,0.99580485,1.0
590.0,13.425723333333700,0.99563444,1.0
591.0,13.341516666667300,0.99560571,1.0
592.0,14.342528333333500,0.99545377,1.0
593.0,13.425876666666600,0.99601942,1.0
594.0,14.342643333333200,0.9957031,1.0
595.0,13.341538333333100,0.99500501,1.0
596.0,13.341538333333100,0.99501228,1.0
597.0,13.341633333333300,0.99532509,1.0
598.0,13.341785000000000,0.99470049,1.0
599.0,13.341436666666700,0.99521148,1.0
600.0,13.341413333333300,0.99427772,1.0
601.0,13.341348333333300,0.99462408,1.0
602.0,13.341403333333400,0.99500006,1.0
603.0,13.531015000000000,0.99391705,1.0
604.0,13.341256666666700,0.99458486,1.0
605.0,13.428473333333300,0.99405885,1.0
606.0,13.425646666666700,0.99351728,1.0
607.0,13.341516666666600,0.99375165,1.0
608.0,13.425588333333300,0.99327904,1.0
609.0,13.42575000000000,0.99268299,1.0
610.0,13.341213333333300,0.99301916,1.0
611.0,14.342216666666700,0.99252313,1.0
612.0,13.34135166666660,0.99263513,1.0
613.0,13.425661666666700,0.99294317,1.0
614.0,13.449305000000000,0.99201483,1.0
615.0,13.425823333333400,0.99214888,1.0
616.0,13.432123333333300,0.99229026,1.0
617.0,13.34111166666660,0.9913823,1.0
618.0,13.341196666666800,0.99149823,1.0
619.0,13.544915000000000,0.99158597,1.0
620.0,13.341183333333200,0.99094296,1.0
621.0,13.55042333333330,0.99138266,1.0
622.0,13.588414999999800,0.98993492,1.0
623.0,13.341196666666700,0.98988146,1.0
624.0,14.342540000000000,0.99013942,1.0
625.0,13.341326666666800,0.99018484,1.0
626.0,13.499300000000000,0.98954421,1.0
627.0,13.552053333333400,0.98933804,1.0
628.0,13.536723333333300,0.98932093,1.0
629.0,13.450018333333200,0.98978955,1.0
630.0,13.466676666666700,0.98946446,1.0
631.0,13.485600000000000,0.98928756,1.0
632.0,14.342305000000000,0.98952252,1.0
633.0,13.341323333333300,0.98924822,1.0
634.0,13.34137833333320,0.9895044,1.0
635.0,13.497835000000000,0.98864251,1.0
636.0,14.342320000000000,0.9886359,1.0
637.0,13.42571333333330,0.9884609,1.0
